po_number,po_item,vendor_id,category_code,plant_code,po_date,net_value_inr,quantity,unit,currency,doc_type,is_deleted
4500004537,10,0000013047,030,4400,2024-09-27,3630724.98,2689.98,EA,USD,NB,False
4500002766,20,0000012902,016,7700,2023-07-04,10674.18,1966.14,MT,INR,NB,False
4500001382,20,0000012354,009,7700,2024-02-23,10507.95,3983.97,SET,INR,UB,False
4500006155,30,0000012348,039,4400,2023-09-01,2023012.31,4111.34,EA,INR,NB,False
4500006999,30,0000014548,043,5500,2025-02-05,1062313.91,43.75,KG,USD,NB,False
4500003526,30,0000012871,021,1100,2023-05-29,5066674.86,2171.59,EA,USD,NB,False
4500013294,20,0000014942,073,7700,2023-08-18,5211.15,3304.53,EA,INR,FO,False
4500001535,10,0000014741,010,7700,2024-11-17,10015.57,2222.78,MT,INR,NB,False
4500010215,20,0000013140,057,6600,2024-09-21,10137.6,2274.21,SET,INR,NB,False
4500004745,20,0000014208,031,2200,2024-03-19,535033.83,1996.14,LOT,INR,NB,False
4500007532,50,0000013107,046,2200,2024-04-05,50000.18,1188.8,MT,USD,NB,False
4500000876,10,0000013342,006,3300,2024-11-10,500728.7,4439.51,EA,INR,MK,False
4500001177,10,0000012348,009,3300,2024-12-18,10000.0,3375.02,SET,INR,NB,False
4500007292,30,0000013086,044,4400,2023-04-16,50000.56,1049.98,EA,INR,FO,False
4500007446,30,0000014138,045,6600,2024-12-26,1458579.54,4732.56,EA,INR,NB,False
4500006339,10,0000014555,040,2200,2024-04-06,100000.09,2341.36,EA,INR,MK,False
4500013086,30,0000014154,072,5500,2025-05-04,5033.3,1027.27,L,INR,NB,False
4500007290,10,0000014032,044,4400,2024-06-01,50000.02,248.78,SET,INR,NB,False
4500002368,40,0000014699,015,6600,2023-05-25,104377.99,4465.13,KG,INR,NB,False
4500009286,50,0000012805,054,7700,2023-10-17,46684.48,591.52,EA,EUR,NB,False
4500006220,20,0000015006,039,1100,2025-02-08,1578196.08,1751.21,EA,INR,NB,False
4500008934,40,0000014948,052,1100,2024-08-05,22152.63,310.4,KG,INR,NB,False
4500013266,40,0000014057,072,6600,2023-03-20,6319.73,3337.08,LOT,INR,NB,False
4500003629,60,0000014901,023,4400,2025-12-03,5000000.0,1646.89,LOT,INR,NB,False
4500013904,20,0000012473,074,2200,2024-09-29,5000.02,445.22,SET,USD,NB,False
4500007515,10,0000013137,045,2200,2024-02-15,50218.18,2396.24,MT,INR,NB,False
4500003952,20,0000014369,026,7700,2023-04-14,511232.69,4889.77,KG,INR,FO,False
4500005960,30,0000012556,038,2200,2025-05-28,147076.75,2659.76,KG,INR,UB,False
4500007555,30,0000013107,046,6600,2023-04-15,61815.73,3270.95,KG,USD,MK,False
4500008477,40,0000013302,050,5500,2024-03-04,109633.6,3011.82,EA,INR,UB,False
4500009688,50,0000012537,055,5500,2025-02-20,121005.7,3694.64,SET,INR,MK,False
4500000554,50,0000013382,004,4400,2025-02-01,504634.82,2632.93,MT,INR,MK,False
4500001743,60,0000014527,010,3300,2024-10-10,16342418.24,1382.16,L,INR,UB,False
4500008328,10,0000013336,049,5500,2024-11-13,14855813.01,212.0,LOT,USD,NB,False
4500000717,10,0000014494,005,5500,2025-02-28,500015.47,771.53,EA,INR,NB,False
4500003746,20,0000014140,024,5500,2024-05-27,5001445.92,4955.14,SET,EUR,MK,False
4500005791,40,0000013186,037,5500,2024-11-20,100000.0,3897.04,MT,INR,NB,False
4500008555,20,0000012786,050,7700,2024-08-13,53250.0,4944.11,KG,INR,FO,False
4500003867,60,0000014652,026,2200,2023-11-15,500306.43,773.69,L,INR,NB,False
4500002846,30,0000014035,017,5500,2024-08-13,11780.56,1198.0,EA,INR,NB,False
4500013243,40,0000013405,072,7700,2023-12-11,5019.34,1697.8,LOT,INR,NB,False
4500000046,10,0000013395,001,3300,2024-03-30,513166.58,777.22,KG,EUR,NB,False
4500000741,30,0000014494,005,5500,2024-01-12,500034.7,3296.67,MT,INR,MK,False
4500004623,10,0000013047,030,3300,2025-01-10,575606.97,4940.01,LOT,INR,FO,False
4500002726,20,0000012689,016,6600,2023-06-22,10000.0,901.85,KG,INR,NB,False
4500006356,10,0000013995,040,7700,2023-06-15,174122.43,471.73,MT,INR,MK,False
4500007427,20,0000012593,045,7700,2023-11-20,60311.45,758.63,LOT,INR,NB,False
4500011174,30,0000012421,062,2200,2024-05-26,69149.24,782.31,EA,INR,NB,False
4500006177,10,0000014883,039,4400,2024-12-20,100046.58,1236.52,MT,INR,NB,False
4500004528,30,0000013047,030,3300,2023-09-26,500570.27,1336.11,EA,INR,MK,False
4500008299,20,0000012601,049,7700,2023-06-28,118524.29,2754.78,EA,INR,NB,False
4500001234,20,0000012902,009,7700,2025-10-03,10005.29,2551.45,EA,INR,NB,False
4500013848,50,0000012473,074,3300,2023-11-22,5403.5,2077.05,MT,INR,NB,False
4500014016,20,0000012935,075,6600,2025-02-14,5122.28,2243.37,L,INR,FO,False
4500011681,40,0000013489,065,3300,2024-04-29,50002.21,3970.96,MT,INR,NB,False
4500005529,60,0000012390,036,1100,2025-10-02,1000000.0,873.24,SET,INR,FO,False
4500000017,40,0000014406,001,3300,2025-10-03,500943.37,565.29,EA,INR,NB,False
4500007809,40,0000014845,047,6600,2024-05-16,26295347.18,399.62,MT,INR,MK,False
4500003922,50,0000013698,026,5500,2024-01-13,3439495.38,3201.16,SET,EUR,UB,False
4500005925,50,0000013670,038,7700,2024-08-26,100000.72,2737.66,MT,INR,MK,False
4500008870,10,0000014465,051,1100,2023-06-17,20004.35,4812.66,SET,INR,UB,False
4500004135,10,0000013082,027,1100,2023-06-19,500000.06,2737.34,LOT,INR,NB,False
4500002586,50,0000012672,016,7700,2023-06-16,10082.12,2487.85,LOT,INR,NB,False
4500008838,30,0000014527,051,1100,2024-12-21,20000.0,2709.5,MT,INR,NB,False
4500003806,20,0000014672,025,5500,2025-01-12,689630.53,330.5,SET,USD,UB,False
4500008863,20,0000013405,051,2200,2025-10-08,55079840.87,1832.0,MT,INR,NB,False
4500001971,40,0000013588,012,6600,2025-11-21,10002.14,1233.41,KG,INR,NB,False
4500000022,40,0000012838,001,3300,2023-08-01,505672.71,4331.95,SET,INR,MK,False
4500000798,30,0000013342,006,2200,2023-08-09,500009.21,3154.33,LOT,INR,NB,False
4500010929,10,0000013131,061,3300,2023-06-08,475477.9,4329.18,MT,INR,NB,False
4500002836,10,0000013840,017,5500,2023-12-21,10027.53,2285.29,KG,INR,NB,False
4500001520,10,0000014424,010,5500,2025-03-09,10000.36,2677.68,LOT,INR,NB,False
4500009190,20,0000013646,053,4400,2025-08-16,20010.69,2458.46,EA,INR,NB,False
4500012891,40,0000013368,071,7700,2024-08-27,5003.2,3859.19,EA,INR,NB,False
4500004706,10,0000013972,031,1100,2025-04-14,516048.92,164.22,LOT,INR,NB,False
4500003298,10,0000013330,018,3300,2024-10-10,35913.69,1362.28,EA,INR,NB,False
4500009506,20,0000014655,054,5500,2025-11-12,10006.4,2977.32,EA,INR,NB,False
4500006334,40,0000014014,039,2200,2025-11-22,100000.04,870.27,LOT,INR,NB,False
4500012118,20,0000013854,067,1100,2024-02-25,50033.46,1434.24,LOT,INR,NB,False
4500002354,20,0000014699,015,3300,2024-07-19,10000.04,737.6,EA,INR,NB,False
4500005079,20,0000013568,033,4400,2024-05-21,1021882.54,114.26,EA,INR,UB,False
4500007208,30,0000014354,044,4400,2024-02-16,50526.09,199.1,SET,INR,UB,False
4500012611,20,0000013492,071,3300,2025-09-08,8350.7,1035.34,LOT,INR,NB,False
4500013015,60,0000014866,072,2200,2025-01-31,228224.07,1799.36,SET,INR,NB,False
4500012538,20,0000013247,070,5500,2024-10-17,116411.24,2367.71,SET,INR,NB,False
4500002934,30,0000012647,017,6600,2023-07-14,12382.25,1528.99,MT,INR,NB,False
4500008325,50,0000014167,049,6600,2023-12-24,20000.0,2118.93,KG,INR,NB,False
4500004103,10,0000015083,027,7700,2024-01-04,500000.0,2053.85,KG,USD,NB,False
4500013941,60,0000012718,074,2200,2025-02-07,8128.88,3997.86,KG,INR,NB,False
4500005416,10,0000013501,035,2200,2023-09-27,1048276.32,2889.65,KG,INR,MK,False
4500009331,10,0000012935,054,3300,2023-05-11,12327.39,1447.67,KG,INR,UB,False
4500013873,50,0000013308,074,6600,2025-09-01,15681.5,626.09,MT,INR,NB,False
4500010473,10,0000013456,059,7700,2024-12-09,875281.08,2320.46,EA,INR,NB,False
4500011843,60,0000013840,066,3300,2023-03-08,59469701.4,2660.66,EA,INR,NB,False
4500004336,20,0000012700,028,7700,2025-03-10,520175.63,2335.57,LOT,INR,MK,False
4500006632,40,0000012354,041,4400,2025-03-06,100000.0,4722.26,SET,INR,NB,False
4500003649,40,0000014079,023,4400,2025-08-14,6759593.01,1125.63,EA,INR,NB,False
4500005982,30,0000013043,038,4400,2025-02-08,298159.38,1118.36,LOT,INR,UB,False
4500010993,10,0000013131,061,4400,2024-01-10,200000.0,1730.68,EA,INR,FO,False
4500004939,40,0000013726,032,6600,2023-06-22,1565242.19,4624.92,EA,INR,MK,False
4500000900,10,0000013227,006,2200,2025-09-20,500000.0,4527.06,EA,INR,NB,False
4500007240,20,0000014790,044,4400,2024-06-06,55175.33,1638.18,MT,INR,NB,False
4500011336,10,0000014194,063,2200,2025-04-20,54030.63,1551.26,MT,INR,NB,False
4500007427,30,0000012593,045,7700,2023-11-20,73712.66,1500.49,LOT,INR,NB,False
4500011701,20,0000013489,065,2200,2024-07-02,582509.19,2914.28,MT,INR,NB,False
4500005056,10,0000014469,033,6600,2025-12-11,1067729.92,21.23,EA,INR,MK,False
4500006854,50,0000013717,042,3300,2023-02-28,100270.51,3178.56,MT,INR,FO,False
4500012647,20,0000013405,071,7700,2025-05-23,5069.97,4091.61,EA,INR,NB,False
4500005863,40,0000014661,038,4400,2023-11-22,100252.77,1331.34,MT,INR,MK,False
4500001756,10,0000014424,010,4400,2025-01-26,12150.58,2118.45,EA,INR,NB,False
4500007115,10,0000012419,043,1100,2024-10-22,100130.79,1284.78,KG,INR,FO,False
4500002058,30,0000015067,012,5500,2024-04-05,25230.69,63.88,KG,INR,FO,False
4500005400,50,0000013501,035,2200,2025-07-18,1000000.0,4752.41,LOT,INR,NB,False
4500012631,10,0000014020,071,2200,2023-10-23,62035.04,623.89,EA,INR,NB,False
4500004450,40,0000014410,029,6600,2025-02-11,504147.16,2554.86,EA,INR,NB,False
4500010849,20,0000013149,061,6600,2024-11-24,1174132.57,1975.11,EA,USD,NB,False
4500006650,30,0000012692,041,5500,2024-04-17,100021.33,1654.39,KG,INR,NB,False
4500000043,30,0000013965,001,3300,2023-09-12,500011.8,466.29,EA,INR,MK,False
4500013582,20,0000013324,073,7700,2025-12-29,5679.23,1021.18,KG,INR,MK,False
4500000813,20,0000013741,006,3300,2023-04-08,4351268.31,1868.62,MT,INR,FO,False
4500009136,20,0000013646,053,1100,2024-04-06,22219.25,4075.05,SET,EUR,NB,False
4500007763,30,0000013291,047,3300,2025-06-16,50000.0,3763.26,L,INR,MK,False
4500008135,10,0000013086,048,4400,2025-02-26,50070.19,2567.09,EA,INR,MK,False
4500000186,30,0000015105,002,6600,2025-02-11,18861733.34,536.83,EA,INR,NB,False
4500011616,30,0000014942,064,7700,2025-12-24,5981935.28,4146.34,MT,INR,NB,False
4500011062,30,0000013186,061,7700,2025-01-25,200026.48,649.35,MT,INR,NB,False
4500001373,10,0000012345,009,6600,2023-08-12,8253068.4,3841.23,MT,INR,MK,False
4500004744,10,0000014208,031,2200,2023-06-06,20395620.51,2470.53,KG,INR,NB,False
4500009743,30,0000012966,055,1100,2025-05-17,10000.15,1127.28,SET,INR,NB,False
4500004074,10,0000013415,027,7700,2024-11-17,500007.52,4788.98,MT,INR,NB,False
4500009374,40,0000014527,054,5500,2025-06-14,2089283.74,1903.09,MT,INR,NB,False
4500010085,30,0000013728,056,6600,2025-05-29,219437.34,1216.62,SET,INR,FO,False
4500006985,10,0000014418,042,7700,2024-08-05,237987977.67,2242.43,EA,INR,NB,False
4500005247,30,0000014516,034,2200,2025-05-13,1774141.53,1301.39,MT,INR,FO,False
4500004856,40,0000014208,031,6600,2025-04-09,1927476.0,915.17,EA,INR,NB,False
4500004888,40,0000012832,032,7700,2023-09-28,1018877.28,3998.3,LOT,INR,FO,False
4500001832,30,0000013470,011,7700,2025-06-11,10002.08,1716.45,MT,INR,FO,False
4500006173,20,0000012348,039,2200,2023-01-07,100013.53,4294.58,EA,INR,NB,False
4500001295,40,0000013047,009,7700,2025-09-21,344305.56,1496.87,LOT,USD,FO,False
4500011947,10,0000014444,066,3300,2023-01-19,83107.39,2184.28,EA,INR,FO,False
4500005371,10,0000014516,034,7700,2024-01-31,1049471.76,4560.08,EA,INR,MK,False
4500010924,10,0000013131,061,7700,2023-10-11,200000.03,1013.27,EA,INR,FO,False
4500003328,40,0000013330,018,3300,2024-03-16,10000.0,949.0,KG,INR,NB,False
4500008512,10,0000012786,050,6600,2023-01-01,20003.19,3124.22,LOT,INR,MK,False
4500012083,60,0000014523,067,4400,2025-10-14,50000.1,1127.25,SET,INR,NB,False
4500013034,20,0000015006,072,1100,2025-03-06,601248.57,1133.02,MT,INR,FO,False
4500003056,20,0000013840,017,5500,2023-09-25,44612.77,45.18,EA,INR,NB,False
4500000145,30,0000014406,001,3300,2024-12-31,500042.19,2936.13,SET,INR,MK,False
4500005574,10,0000013550,036,4400,2023-09-20,1138095.93,2106.48,MT,INR,FO,False
4500002004,40,0000015067,012,6600,2024-10-21,10000.02,3460.17,KG,INR,NB,False
4500006662,40,0000013428,041,4400,2025-11-01,100265.84,649.57,MT,INR,MK,False
4500004952,20,0000012488,032,3300,2025-12-20,1000000.0,2208.55,EA,INR,NB,False
4500007271,30,0000014354,044,7700,2023-01-24,50608.79,2514.46,EA,INR,FO,False
4500004595,50,0000013685,030,2200,2023-08-12,643225.5,4582.22,KG,INR,NB,False
4500014033,10,0000012706,075,4400,2024-05-14,5011.82,424.89,KG,INR,NB,False
4500004378,10,0000014410,029,1100,2025-06-03,23141324.87,2219.66,KG,INR,NB,False
4500013469,20,0000013336,073,3300,2025-06-24,5000.0,2471.61,MT,INR,NB,False
4500008323,10,0000013336,049,2200,2024-09-08,20000.04,441.5,EA,INR,NB,False
4500009178,30,0000015058,053,1100,2025-11-05,20000.0,4452.27,MT,INR,MK,False
4500009690,50,0000013024,055,2200,2024-07-03,12981.65,3060.4,KG,INR,NB,False
4500011831,50,0000013531,065,2200,2025-03-29,50000.51,1457.89,LOT,INR,NB,False
4500002114,50,0000015067,012,5500,2025-01-07,10000.15,218.58,EA,INR,UB,False
4500006173,40,0000012348,039,2200,2023-01-07,145040.16,2717.28,SET,INR,NB,False
4500011288,40,0000013481,062,3300,2025-07-03,1467394.35,4496.08,EA,INR,MK,False
4500000404,30,0000012527,003,6600,2025-03-30,500004.74,228.9,L,INR,NB,False
4500007253,50,0000014790,044,7700,2024-04-05,50066.24,4155.97,SET,INR,NB,False
4500004938,50,0000013726,032,6600,2023-12-14,40614542.34,2964.64,KG,INR,NB,False
4500005315,60,0000014516,034,2200,2024-06-29,1003951.86,4292.6,SET,INR,UB,False
4500004282,20,0000013142,028,1100,2025-09-20,509973.37,2969.67,EA,INR,NB,False
4500003269,10,0000013330,018,4400,2023-05-15,10000.0,4312.39,LOT,INR,NB,False
4500011988,40,0000013840,066,6600,2024-04-30,50000.91,1837.33,EA,INR,FO,False
4500001998,10,0000014621,012,5500,2024-09-01,10345.18,3266.53,SET,INR,NB,False
4500013984,30,0000012630,075,4400,2023-08-07,5332.41,53.59,KG,INR,FO,False
4500003775,30,0000014672,025,6600,2024-09-30,500244.35,3738.43,KG,USD,MK,False
4500000028,40,0000013965,001,3300,2024-02-14,714251.65,2454.43,EA,INR,NB,False
4500004951,10,0000013726,032,7700,2024-11-16,1100473.23,1999.78,KG,INR,FO,False
4500009449,10,0000014527,054,7700,2024-08-27,10000.0,1465.74,MT,INR,UB,False
4500009812,10,0000014866,055,2200,2023-02-08,10019.05,2820.78,MT,INR,NB,False
4500005620,10,0000012390,036,4400,2025-08-08,1304582.59,4383.38,EA,INR,MK,False
4500012315,30,0000013407,068,2200,2023-11-27,50003.36,2496.66,EA,INR,NB,False
4500003325,60,0000013330,018,3300,2025-06-10,67270.67,2668.21,MT,INR,NB,False
4500010773,10,0000014333,060,4400,2025-09-10,1602106.18,2062.37,KG,INR,NB,False
4500004770,50,0000014208,031,2200,2024-03-01,508268.38,3102.4,EA,INR,NB,False
4500007187,20,0000014354,044,5500,2023-01-09,50277.84,140.04,L,INR,NB,False
4500008611,10,0000014527,051,1100,2025-03-29,58667.19,2277.12,L,INR,MK,False
4500008836,10,0000013131,051,1100,2025-11-12,26359.88,2276.11,LOT,INR,NB,False
4500009665,30,0000015067,055,2200,2024-11-27,10722.69,521.69,L,INR,UB,False
4500004173,10,0000012876,027,4400,2025-06-03,874712.42,3850.52,EA,INR,NB,False
4500004552,10,0000013336,030,5500,2023-02-11,500239.98,1369.24,EA,USD,FO,False
4500000895,20,0000013342,006,2200,2023-11-21,4192648.0,2328.42,EA,INR,MK,False
4500000172,20,0000013965,001,3300,2024-03-24,500029.63,1677.57,KG,INR,MK,False
4500003833,10,0000014672,025,6600,2023-03-22,500000.0,3361.62,EA,INR,NB,False
4500013310,30,0000012876,073,4400,2025-03-16,5923.48,1309.78,EA,INR,NB,False
4500011550,20,0000012812,064,5500,2025-07-13,119868.65,3755.49,EA,INR,FO,False
4500011309,10,0000014989,062,7700,2023-06-05,50001.46,2776.41,LOT,INR,NB,False
4500013934,40,0000013452,074,1100,2023-04-21,5000.0,3368.73,EA,INR,NB,False
4500006090,50,0000013685,039,7700,2024-11-07,9800822.97,2585.95,KG,INR,NB,False
4500001743,30,0000014527,010,3300,2024-10-10,12537.62,45.83,KG,INR,UB,False
4500004461,20,0000014410,029,6600,2025-07-11,677788.1,3800.76,L,INR,FO,False
4500003837,10,0000014672,025,1100,2023-03-27,613825.7,3252.11,LOT,INR,UB,False
4500012881,40,0000013492,071,7700,2023-06-13,5000.37,2336.82,SET,INR,NB,False
4500003958,20,0000014369,026,7700,2023-11-16,500880.78,2588.46,MT,USD,NB,False
4500012646,30,0000014020,071,3300,2023-06-27,77634.73,2229.75,KG,INR,FO,False
4500012129,50,0000013062,067,7700,2024-12-30,50000.01,2627.52,MT,INR,FO,False
4500014108,10,0000013086,075,6600,2023-12-25,7467.23,871.0,MT,INR,NB,False
4500011418,10,0000012724,063,5500,2024-12-31,50000.1,2998.74,EA,INR,NB,False
4500007299,10,0000014279,044,4400,2024-08-27,50000.0,4646.02,EA,INR,FO,False
4500009225,10,0000012373,053,4400,2025-06-09,20000.0,4590.5,LOT,INR,NB,False
4500001459,50,0000014755,010,3300,2023-12-20,10093.02,110.24,EA,INR,NB,False
4500002568,20,0000013385,016,6600,2025-08-03,24452.59,2281.21,L,INR,FO,False
4500004698,10,0000013685,030,5500,2024-11-26,500003.51,2900.85,KG,INR,NB,False
4500004697,50,0000013047,030,5500,2024-12-05,502332.94,665.8,EA,INR,MK,False
4500010494,20,0000014672,059,7700,2025-09-21,200006.01,1778.98,L,USD,NB,False
4500012034,20,0000013854,067,4400,2023-10-31,50583.12,288.51,MT,INR,NB,False
4500012579,50,0000014924,070,1100,2023-06-16,50265.68,3611.97,MT,INR,FO,False
4500008220,10,0000013188,048,7700,2025-02-20,200380.08,3047.91,LOT,INR,NB,False
4500006406,40,0000014655,040,2200,2023-12-11,6600642.61,3650.33,SET,INR,MK,False
4500003351,20,0000014415,018,4400,2024-09-22,23734.56,4685.17,SET,INR,NB,False
4500013010,40,0000013405,072,7700,2023-07-23,5000.04,1253.38,EA,INR,UB,False
4500008699,10,0000013239,051,1100,2025-08-22,20000.01,3819.93,L,INR,NB,False
4500007504,20,0000014138,045,1100,2024-11-29,50997.43,1328.35,EA,INR,NB,False
4500011143,20,0000013186,061,1100,2024-12-02,83109965.15,4967.25,LOT,INR,NB,False
4500010012,40,0000013859,056,7700,2024-06-04,10000.07,2202.75,KG,INR,UB,False
4500003683,50,0000014079,023,4400,2024-11-15,5049975.89,4278.69,KG,EUR,NB,False
4500009554,20,0000012955,054,5500,2025-01-02,10012.07,3542.56,KG,INR,NB,False
4500001506,40,0000014848,010,5500,2023-04-24,289088.22,754.8,SET,INR,NB,False
4500001655,40,0000012345,010,3300,2023-04-14,32030.86,3174.07,KG,INR,NB,False
4500002302,40,0000013253,014,2200,2025-12-08,10197.37,3548.6,KG,EUR,FO,False
4500005309,40,0000015057,034,1100,2025-02-23,62435238.56,271.57,EA,INR,NB,False
4500006203,50,0000013631,039,7700,2023-10-09,106111.88,3131.33,SET,INR,NB,False
4500003476,10,0000013637,020,5500,2024-05-04,7638354.78,2798.58,LOT,INR,FO,False
4500002664,30,0000012601,016,4400,2024-06-07,1235749.65,3793.18,EA,INR,NB,False
4500012752,30,0000013385,071,3300,2024-09-30,7015.57,514.72,MT,INR,NB,False
4500004140,10,0000013082,027,7700,2025-01-03,6635693.0,1303.06,SET,INR,NB,False
4500005907,40,0000013670,038,6600,2024-11-18,100029.01,4608.2,KG,INR,MK,False
4500003875,30,0000013698,026,7700,2025-05-26,500000.0,2190.85,KG,EUR,NB,False
4500009503,30,0000014666,054,7700,2024-10-05,99899.92,3813.97,SET,INR,MK,False
4500001370,50,0000012902,009,3300,2024-05-19,10011.31,2031.69,SET,INR,NB,False
4500006166,50,0000012879,039,4400,2023-02-07,100000.0,3979.47,SET,INR,NB,False
4500007288,20,0000014354,044,7700,2023-02-20,15649241.29,1728.35,EA,INR,NB,False
4500006103,20,0000015006,039,7700,2025-06-24,627826.5,2793.85,MT,INR,MK,False
4500007576,40,0000014951,046,7700,2024-09-04,54415.45,805.82,MT,INR,NB,False
4500002093,20,0000014621,012,5500,2025-01-21,10000.87,4052.36,LOT,INR,NB,False
4500010057,20,0000013859,056,2200,2023-12-13,10055.79,2389.91,MT,INR,FO,False
4500003643,50,0000014721,023,4400,2025-05-29,15688055.28,1553.91,L,USD,FO,False
4500010426,50,0000014138,058,1100,2025-01-12,333733.77,4668.79,EA,INR,NB,False
4500005277,20,0000015057,034,1100,2023-02-09,1147027.77,3968.86,KG,INR,MK,False
4500001797,30,0000014848,010,7700,2024-04-03,10982.5,4707.67,SET,INR,UB,False
4500006172,40,0000013709,039,4400,2025-04-07,103243.45,3600.89,KG,INR,FO,False
4500013335,30,0000012807,073,3300,2023-03-25,5207.15,2306.65,MT,INR,NB,False
4500002139,30,0000014901,013,4400,2024-08-17,37076.99,2814.33,SET,EUR,NB,False
4500009233,10,0000013646,053,2200,2023-07-23,55318.47,4390.35,LOT,INR,NB,False
4500003571,60,0000013867,022,7700,2024-01-19,123548207.06,64.88,L,USD,NB,False
4500012517,30,0000014924,070,7700,2023-02-12,54829.59,934.97,L,INR,NB,False
4500013851,10,0000012473,074,1100,2023-07-05,5444.88,2225.18,SET,USD,MK,False
4500010334,30,0000014560,058,6600,2024-08-20,200024.26,2245.23,KG,INR,NB,False
4500011593,20,0000014942,064,5500,2023-09-10,51581.86,3286.71,EA,INR,NB,False
4500005374,20,0000014516,034,1100,2024-01-09,1041402.99,890.67,MT,INR,FO,False
4500009536,40,0000012879,054,3300,2024-01-31,25878.27,4152.54,EA,INR,FO,False
4500004587,30,0000013685,030,4400,2024-04-11,621844.63,1254.35,KG,INR,NB,False
4500012807,10,0000013506,071,1100,2024-09-20,23709.54,4626.14,LOT,INR,NB,False
4500004032,50,0000013415,027,1100,2024-04-23,611084.93,4033.64,MT,EUR,NB,False
4500013717,20,0000012473,074,2200,2025-06-27,5655.45,1327.87,KG,EUR,UB,False
4500006160,30,0000013615,039,2200,2023-09-23,100000.08,557.47,SET,INR,FO,False
