invoice_number,invoice_date,po_number,vendor_id,category_code,plant_code,invoice_value_inr,currency
5100016027,2025-07-10,4500012894,0000013520,071,7700,4923.67,INR
5100013602,2023-08-01,4500003812,0000014672,025,1100,545423.25,INR
5100008279,2024-01-22,4500000084,0000014406,001,3300,528392.83,INR
5100003189,2025-01-30,4500002605,0000013937,016,1100,10927.56,INR
5100017102,2025-04-05,4500001592,0000014686,010,7700,9585.88,USD
5100008908,2024-03-10,4500010518,0000014529,059,7700,205649.99,INR
5100021865,2023-11-25,4500005911,0000013043,038,7700,112384.9,EUR
5100030878,2023-05-01,4500004835,0000014208,031,2200,573082.5,INR
5100017704,2024-02-08,4500011292,0000013481,062,7700,53050.23,INR
5100037968,2025-12-16,4500013092,0000014341,072,1100,5104.91,INR
5100003705,2023-05-04,4500001118,0000013544,008,3300,1441003.48,INR
5100016109,2024-05-18,4500004372,0000013670,029,5500,500579.38,INR
5100022877,2023-04-01,4500004792,0000014460,031,2200,2638663.87,INR
5100027917,2025-12-25,4500001321,0000012348,009,5500,39866.67,INR
5100001000,2023-09-25,4500013796,0000013071,074,1100,8792.18,INR
5100004243,2023-07-30,4500003604,0000013867,022,7700,5213072.87,USD
5100022531,2025-12-31,4500005623,0000012390,036,2200,1068728.25,INR
5100009084,2023-11-17,4500004236,0000012666,028,1100,539764.67,INR
5100003125,2025-05-28,4500000857,0000013492,006,3300,545044.38,INR
5100037839,2025-08-30,4500003754,0000015001,024,5500,5340885.24,USD
5100019316,2024-12-27,4500004513,0000013670,029,5500,1736791.73,USD
5100022715,2023-07-11,4500013824,0000013452,074,2200,21320.29,INR
5100002730,2025-06-10,4500000309,0000013848,002,7700,530775.08,INR
5100000672,2024-10-25,4500005418,0000013501,035,4400,983682.29,INR
5100030457,2024-11-19,4500009265,0000012863,054,3300,12026.21,INR
5100001655,2024-02-28,4500008579,0000014570,051,2200,43080.24,INR
5100025631,2025-06-11,4500012947,0000014341,072,6600,4978.58,INR
5100024953,2023-07-22,4500005523,0000012390,036,4400,1022880.56,INR
5100040019,2023-06-10,,0000013983,070,1100,246576.14,INR
5100026447,2025-01-13,4500009133,0000012435,053,4400,19274.38,INR
5100007732,2024-03-16,4500004505,0000014410,029,2200,531653.29,INR
5100024743,2025-12-31,4500000467,0000012527,003,4400,639279.68,INR
5100004730,2025-08-25,4500010047,0000013728,056,4400,10074.4,USD
5100024106,2025-12-31,4500002099,0000014621,012,2200,150238.72,INR
5100030240,2023-12-05,4500011416,0000012646,063,1100,48605.14,INR
5100033330,2024-05-12,4500007973,0000012955,048,3300,49204.29,INR
5100012892,2025-05-12,4500004035,0000013415,027,7700,475716.79,USD
5100039481,2023-05-28,,0000012915,047,2200,52029.27,INR
5100037547,2024-02-29,4500009847,0000013024,055,3300,10025.54,INR
5100023029,2023-02-23,4500003336,0000013330,018,3300,14939.12,INR
5100007949,2025-01-29,4500012426,0000012852,069,4400,52747.06,INR
5100030227,2025-02-21,4500010762,0000014186,060,4400,213523.3,INR
5100032891,2023-12-13,4500009593,0000013024,055,3300,9952.81,INR
5100001219,2025-07-21,4500000329,0000012506,002,6600,553631.98,INR
5100006885,2025-04-07,4500003761,0000014140,024,1100,4796282.98,INR
5100001710,2023-12-16,4500008766,0000014690,051,6600,64453.18,INR
5100029584,2024-01-03,4500005251,0000014555,034,1100,4551854.42,INR
5100005836,2024-07-05,4500013471,0000014527,073,3300,4526.65,INR
5100026503,2024-12-17,4500006941,0000013717,042,1100,100661.67,INR
5100041589,2023-05-24,,0000012999,056,6600,105437.14,INR
5100020005,2024-08-16,4500005329,0000015089,034,7700,6328477.75,INR
5100014894,2023-10-16,4500004888,0000012832,032,7700,962502.29,INR
5100038621,2025-01-09,,0000013179,045,6600,690866.36,INR
5100015806,2025-01-16,4500000836,0000013285,006,1100,475740.81,INR
5100004832,2023-03-13,4500012014,0000013753,067,2200,345197.61,INR
5100005342,2025-11-05,4500001704,0000014615,010,7700,9149.05,USD
5100037450,2023-11-23,4500007229,0000014972,044,7700,50336.31,INR
5100030900,2023-08-03,4500009822,0000012805,055,1100,9972.27,INR
5100030343,2024-02-19,4500009536,0000012879,054,3300,10074.22,INR
5100039718,2024-01-09,,0000014157,038,4400,183599.33,INR
5100005857,2024-06-20,4500013800,0000012876,074,1100,4888.04,EUR
5100012335,2025-04-28,4500003634,0000014721,023,4400,4984527.75,USD
5100006193,2023-10-06,4500007776,0000013031,047,3300,58686.4,INR
5100019099,2023-09-12,4500000565,0000012457,004,4400,502497.38,INR
5100031343,2025-12-31,4500013532,0000014527,073,7700,8437.66,INR
5100005865,2025-05-31,4500003418,0000012470,019,5500,82328462.81,EUR
5100014623,2025-06-01,4500002030,0000015067,012,5500,9596.34,INR
5100000429,2023-11-17,4500009978,0000012696,056,5500,9191.22,INR
5100012858,2024-10-26,4500003350,0000012743,018,3300,16272.64,INR
5100030528,2023-08-12,4500006856,0000014418,042,6600,256271.55,INR
5100021426,2023-05-21,4500005375,0000014516,034,2200,1003684.33,INR
5100008420,2025-12-31,4500010829,0000013709,061,7700,202876.08,INR
5100039660,2024-05-10,,0000014715,018,7700,4771046.2,INR
5100018628,2024-11-01,4500010934,0000013131,061,3300,192775.14,INR
5100011847,2025-01-26,4500008506,0000013302,050,2200,18746.85,INR
5100034696,2025-12-31,4500001302,0000013063,009,3300,9382.93,INR
5100036232,2024-02-02,4500010080,0000012696,056,3300,11224.46,INR
5100000811,2023-07-29,4500010139,0000013720,057,3300,20030.36,INR
5100014815,2025-02-09,4500008591,0000013312,051,2200,92722.8,INR
5100001704,2023-04-27,4500011964,0000012421,066,4400,52070.01,INR
5100039138,2023-09-23,,0000012868,041,2200,87436.21,INR
5100037513,2025-05-26,4500001549,0000013140,010,3300,426382.31,INR
5100010894,2024-09-07,4500002515,0000012647,016,7700,11386.17,INR
5100021668,2024-04-07,4500005882,0000014783,038,5500,99821.69,INR
5100035101,2025-06-02,4500008384,0000013537,049,5500,19789.35,INR
5100033549,2023-04-19,4500007219,0000014279,044,7700,53150.11,INR
5100039126,2025-05-24,,0000014086,057,6600,31393.17,INR
5100041287,2023-10-12,,0000013516,041,7700,1152730.07,INR
5100024020,2024-10-30,4500011422,0000013610,063,4400,54728.16,INR
5100005426,2025-12-19,4500014059,0000013131,075,3300,48753.96,INR
5100030559,2023-03-03,4500002665,0000012955,016,4400,11051.69,INR
5100041539,2024-08-03,,0000014481,059,2200,121227.65,INR
5100031448,2023-12-24,4500008194,0000014751,048,4400,4519810.98,INR
5100003455,2023-08-20,4500003525,0000012871,021,1100,5928581.61,USD
5100002135,2025-09-16,4500012492,0000014385,069,6600,2974753.3,INR
5100022753,2024-04-28,4500007340,0000014032,044,4400,51886.73,INR
5100006434,2025-07-16,4500000795,0000013342,006,2200,586266.11,INR
5100008239,2025-04-25,4500006674,0000013120,041,4400,100028.12,INR
5100028304,2024-11-12,4500000749,0000014642,005,2200,4718678.64,INR
5100012758,2025-03-06,4500007015,0000013481,043,3300,160417.09,INR
5100029095,2023-05-02,4500003931,0000014369,026,5500,973430.94,EUR
5100034640,2025-04-12,4500005881,0000014783,038,7700,109576.32,INR
5100043055,2024-10-19,,0000013859,013,3300,549514.66,INR
5100002360,2024-02-05,4500013567,0000013144,073,7700,6821.78,INR
5100023699,2024-05-04,4500010296,0000014677,058,2200,206300.35,INR
5100027711,2024-03-27,4500012847,0000013336,071,1100,14493.83,USD
5100016906,2025-07-23,4500008120,0000014394,048,4400,99404.3,INR
5100008341,2023-08-23,4500006404,0000013568,040,5500,99950.71,INR
5100031862,2023-09-27,4500009020,0000014022,052,5500,20952.54,INR
5100002055,2025-03-19,4500012207,0000013084,068,5500,47954.17,INR
5100006314,2024-08-30,4500013660,0000013273,074,6600,7187.27,INR
5100018463,2025-09-13,4500013100,0000014312,072,1100,5444.38,INR
5100040771,2024-09-26,,0000014578,004,4400,23815.62,INR
5100016253,2023-02-21,4500005365,0000015057,034,7700,3362344.82,INR
5100034382,2023-12-17,4500012729,0000014020,071,3300,4835.12,INR
5100005377,2025-12-31,4500001978,0000015067,012,2200,8911.22,INR
5100002185,2024-01-16,4500009091,0000014171,053,1100,21533.44,INR
5100005080,2024-01-13,4500008749,0000014570,051,2200,19400.31,INR
5100028897,2023-10-12,4500013288,0000014942,073,3300,4895.86,INR
5100023784,2025-05-25,4500010425,0000013353,058,1100,191816.15,INR
5100016591,2024-09-14,4500012802,0000013492,071,7700,9944.44,INR
5100009165,2023-09-16,4500014109,0000012359,075,4400,4984.03,INR
5100011393,2024-01-17,4500004318,0000012408,028,1100,1776235.43,INR
5100026395,2023-09-23,4500000798,0000013342,006,2200,439726671.1,INR
5100033926,2025-02-18,4500002157,0000012473,013,2200,10247.24,INR
5100027380,2023-07-09,4500008000,0000013186,048,2200,50973.23,INR
5100016580,2023-05-27,4500000706,0000014642,005,5500,501732.48,INR
5100026656,2023-06-17,4500014264,0000015058,075,4400,5301.25,INR
5100016511,2024-02-11,4500006440,0000013375,040,7700,111979.18,INR
5100031144,2024-09-20,4500008983,0000013762,052,2200,21178.61,INR
5100024576,2024-08-18,4500012456,0000014088,069,4400,107854.13,USD
5100026057,2024-12-14,4500011591,0000014942,064,7700,49209.84,INR
5100002111,2023-09-16,4500012960,0000014341,072,7700,4968.15,INR
5100032503,2023-06-29,4500008172,0000013086,048,5500,47554.08,INR
5100012472,2025-01-11,4500000205,0000014045,002,6600,508094.23,INR
5100013254,2024-05-26,4500008601,0000013403,051,6600,40191.06,INR
5100030083,2024-08-26,4500013202,0000014341,072,5500,4834.11,INR
5100032292,2023-03-04,4500000053,0000014406,001,3300,39941351.32,INR
5100036524,2024-03-04,4500013273,0000014415,073,3300,4772.39,INR
5100043450,2024-09-03,,0000013054,037,2200,12005.05,INR
5100014646,2024-03-04,4500014277,0000012630,075,4400,8759.83,INR
5100024412,2024-05-18,4500013353,0000013144,073,7700,288612.6,INR
5100036317,2023-10-18,4500009141,0000014171,053,4400,20995.25,INR
5100024250,2024-06-19,4500010938,0000013186,061,3300,199167.6,INR
5100017609,2024-04-25,4500010745,0000014333,060,3300,1459410.09,INR
5100031452,2025-12-31,4500005338,0000014516,034,2200,995375.32,INR
5100036494,2024-02-02,4500004100,0000012716,027,1100,491009.1,USD
5100002544,2025-01-08,4500003199,0000013424,018,4400,11478.52,EUR
5100033898,2025-04-21,4500006675,0000012348,041,1100,286002.1,INR
5100006110,2023-04-30,4500008086,0000013888,048,7700,1291568.52,INR
5100013172,2023-12-13,4500008312,0000013537,049,7700,19414.08,INR
5100000314,2025-01-16,4500012858,0000013385,071,1100,5326.37,INR
5100017146,2023-02-14,4500003254,0000013330,018,5500,10367.74,INR
5100010406,2023-08-18,4500013797,0000012718,074,7700,5030.2,INR
5100018712,2025-01-18,4500011693,0000013489,065,4400,48840.66,INR
5100025203,2025-12-31,4500014011,0000012935,075,3300,5104.88,INR
5100019764,2025-10-26,4500003701,0000013682,024,5500,5464854.93,USD
5100044678,2025-11-18,,0000014390,018,4400,144244.59,INR
5100009444,2025-12-31,4500012040,0000014523,067,6600,53802.49,INR
5100032572,2023-05-26,4500008589,0000014465,051,2200,22538.3,INR
5100015188,2023-06-28,4500002274,0000013253,014,6600,11590.95,USD
5100007474,2024-01-20,4500012609,0000013492,071,2200,94047.4,INR
5100006404,2025-11-06,4500002291,0000013253,014,6600,10564.96,INR
5100026643,2023-09-06,4500003205,0000013330,018,5500,10665.61,INR
5100034894,2024-07-16,4500002563,0000012630,016,7700,9772.85,INR
5100011028,2024-06-01,4500003030,0000012630,017,6600,10621.53,INR
5100006757,2024-03-04,4500003713,0000015001,024,1100,5124045.22,INR
5100005501,2024-10-04,4500012116,0000013854,067,5500,53377.21,INR
5100020397,2024-06-14,4500009296,0000014411,054,3300,10341.28,INR
5100028201,2025-03-03,4500011957,0000012421,066,6600,128954644.82,INR
5100019833,2024-02-19,4500000635,0000013793,004,4400,5295604.56,INR
5100036800,2023-12-08,4500014055,0000012902,075,4400,4809.9,INR
5100025750,2024-06-16,4500012457,0000012852,069,2200,50675.8,USD
5100008538,2023-05-18,4500001506,0000014848,010,5500,6516275.03,INR
5100015614,2025-04-28,4500006980,0000013717,042,2200,98590.92,INR
5100001603,2024-07-06,4500001948,0000013694,011,7700,15964.38,INR
5100036467,2024-04-19,4500002260,0000013253,014,4400,9570.41,INR
5100008140,2024-04-16,4500013127,0000013336,072,6600,4842.73,USD
5100027090,2025-06-14,4500012535,0000013247,070,3300,48689.54,INR
5100020913,2023-03-08,4500014044,0000012630,075,6600,5051.37,INR
5100038130,2024-06-05,,0000013188,065,2200,29787.42,INR
5100035535,2025-12-07,4500001361,0000012902,009,7700,12553.51,INR
5100017577,2024-03-27,4500000855,0000013227,006,3300,507559.53,INR
5100019182,2023-11-25,4500004066,0000013415,027,4400,5470294.03,INR
5100040852,2025-06-02,,0000013772,020,4400,57520.47,INR
5100007625,2024-01-25,4500005417,0000013501,035,2200,1042222.81,INR
5100033604,2024-09-18,4500009277,0000014465,054,3300,9574.15,INR
5100004128,2025-06-18,4500005247,0000014516,034,2200,963246.41,INR
5100037656,2024-05-28,4500007507,0000012593,045,2200,52974.55,INR
5100036559,2025-12-01,4500005905,0000013670,038,2200,882076.45,INR
5100041050,2025-03-14,,0000013906,072,4400,5784.54,INR
5100016168,2025-05-09,4500008656,0000013239,051,1100,21688.82,INR
5100003633,2023-06-18,4500012112,0000013854,067,7700,52311.14,INR
5100004707,2023-10-30,4500000323,0000013848,002,6600,504605.84,INR
5100018783,2024-06-10,4500009069,0000014154,052,4400,548721.8,INR
5100025539,2024-09-27,4500012417,0000014385,069,4400,62129.91,INR
5100029363,2025-01-08,4500001991,0000013588,012,6600,10157.46,INR
5100017779,2023-07-25,4500012825,0000013385,071,2200,4946.94,INR
5100008278,2025-07-31,4500001029,0000013109,007,5500,480217.94,INR
5100001444,2024-04-24,4500009245,0000012435,053,2200,20399.69,INR
5100006381,2025-12-31,4500000791,0000013342,006,3300,4471378.04,INR
5100016540,2024-12-08,4500008180,0000014740,048,4400,74826.04,INR
5100036022,2023-03-06,4500000767,0000014642,005,5500,219490055.52,INR
5100028517,2023-05-04,4500007118,0000013302,043,6600,104113.62,INR
5100016079,2023-10-31,4500008574,0000013324,051,2200,19793.47,INR
5100033596,2024-06-13,4500005189,0000013995,033,4400,12957764.68,INR
5100044941,2025-11-06,,0000015035,053,7700,263689.43,INR
5100000399,2023-03-21,4500004034,0000014699,027,5500,530967.04,INR
5100032760,2023-09-13,4500012448,0000014385,069,5500,5543239.24,INR
5100038104,2023-04-20,,0000014760,053,3300,105909.9,INR
5100013268,2024-10-08,4500012478,0000012852,069,2200,49516.41,EUR
5100001631,2025-05-16,4500005403,0000013501,035,6600,957816.31,INR
5100004740,2024-08-28,4500001326,0000012826,009,3300,10323.82,USD
5100018152,2025-07-28,4500002323,0000014699,015,3300,9594.98,USD
5100044193,2023-06-25,,0000012526,009,3300,210730.62,INR
5100005373,2024-05-08,4500013505,0000012902,073,4400,9398.55,INR
5100018524,2024-12-06,4500010821,0000013645,061,4400,206117.63,INR
5100037871,2025-12-25,4500013932,0000012348,074,3300,4892.24,INR
5100031305,2024-03-17,4500007445,0000014138,045,7700,53106.98,INR
5100005661,2025-12-17,4500004855,0000013972,031,6600,1449171.99,INR
5100033353,2024-12-29,4500009996,0000013859,056,2200,9054.96,INR
5100014827,2023-06-04,4500005760,0000013186,037,1100,111382.14,INR
5100015488,2023-09-01,4500005940,0000013670,038,7700,101330.89,INR
5100039587,2024-08-27,,0000013554,051,6600,148747.64,INR
5100003933,2024-02-24,4500003558,0000012871,021,1100,5190211.76,INR
5100021856,2025-07-26,4500005353,0000015057,034,1100,3264822.4,INR
5100039134,2025-07-04,,0000014087,052,7700,88690.77,INR
5100019246,2024-03-22,4500002357,0000014699,015,3300,9583.3,INR
5100033018,2024-04-21,4500006426,0000014655,040,3300,190783.98,INR
5100015020,2025-08-08,4500005812,0000014885,037,4400,2055580.66,USD
5100012831,2024-10-31,4500008322,0000012601,049,4400,23823.45,INR
5100020019,2024-12-27,4500002973,0000013840,017,6600,10910.48,INR
5100016822,2024-08-03,4500008667,0000014527,051,2200,46076991.33,INR
5100027628,2024-12-15,4500005482,0000013550,036,1100,1009768.88,INR
5100003737,2023-02-19,4500010646,0000014333,060,7700,22154662.11,INR
5100024492,2025-10-02,4500005110,0000013951,033,4400,948487.85,INR
5100043399,2023-03-25,,0000012500,048,2200,142915.53,INR
5100003378,2025-07-15,4500008296,0000012601,049,5500,84843.89,INR
5100020399,2025-02-23,4500002093,0000014621,012,5500,10361.26,INR
5100022103,2025-12-21,4500013787,0000012348,074,2200,4809.47,INR
5100013174,2024-01-11,4500014030,0000012630,075,3300,133010.68,INR
5100020744,2025-05-09,4500014145,0000012359,075,3300,4955.21,INR
5100001788,2024-06-29,4500007993,0000013086,048,4400,119520.47,INR
5100001107,2023-10-04,4500003502,0000013637,020,5500,8133689.73,EUR
5100019100,2024-04-15,4500007125,0000013481,043,6600,131907.79,INR
5100015124,2024-06-19,4500007659,0000014303,046,7700,59151.36,INR
5100015917,2023-02-21,4500005632,0000012914,036,1100,1111967.0,INR
5100001232,2023-07-12,4500008690,0000013403,051,1100,135546.29,INR
5100014194,2023-05-31,4500010076,0000013677,056,1100,9434.94,INR
5100009731,2023-06-04,4500008001,0000014755,048,1100,53013.52,INR
5100011642,2025-10-20,4500005268,0000014555,034,2200,1075476.2,INR
5100014856,2025-02-09,4500013221,0000015006,072,7700,825072.04,INR
5100008241,2025-10-15,4500011552,0000014942,064,5500,49974.95,INR
5100031157,2025-10-12,4500005248,0000014516,034,1100,2160789.98,INR
5100034366,2025-03-14,4500008640,0000014570,051,2200,88808.6,USD
5100044089,2023-07-04,,0000013210,040,1100,55297.6,INR
5100003460,2025-04-25,4500007616,0000014951,046,3300,54240.24,INR
