vendor_id,vendor_name,parent_company_group,year,total_spend_inr,po_count,avg_po_value_inr,category_count,plant_count,spend_rank,cumulative_spend_pct,is_tail,tail_tier
0000012421,Kirloskar Brothers Ltd,KIRLOSKAR GROUP,2023,414341079.53,27,4143410.8,3,5,53,68.94,False,Monitored
0000013698,Reliable Electricals,IND-0000013698,2023,409123170.74,23,5245168.86,2,6,54,69.48,False,Monitored
0000013670,Modern Safety Ltd,IND-0000013670,2023,403780285.48,23,5047253.57,2,7,55,70.01,False,Monitored
0000012692,Sri Systems & Sons,GRP-001,2023,400955673.98,35,3233513.5,5,7,56,70.53,False,Monitored
0000014909,Perfect Enterprises India Pvt Ltd,IND-0000014909,2023,393852395.27,6,19692619.76,1,4,57,71.04,False,Monitored
0000013848,Western Traders & Sons,IND-0000013848,2023,385348375.81,13,7706967.52,2,3,58,71.55,False,Monitored
0000013186,Maa Bearings,GRP-004,2023,373857694.92,32,3115480.79,4,7,59,72.04,False,Monitored
0000014560,Ashok Metals India Pvt Ltd,IND-0000014560,2023,361194791.6,6,19010252.19,1,3,60,72.51,False,Monitored
0000014111,Vijay Polymers & Co,IND-0000014111,2023,358265366.22,10,8738179.66,2,3,61,72.98,False,Monitored
0000013415,Sai Engineering,IND-0000013415,2023,355632311.22,14,6585783.54,1,6,62,73.44,False,Monitored
0000014856,Prime Minerals Pvt Ltd,IND-0000014856,2023,351671332.27,14,7992530.28,1,3,63,73.9,False,Monitored
0000013631,Ganesh Marketing Ltd,IND-0000013631,2023,351550894.14,7,11718363.14,1,2,64,74.36,False,Monitored
0000014677,National Alloys Corporation,IND-0000014677,2023,344815696.65,13,7336504.18,2,6,65,74.81,False,Monitored
0000012359,Larsen & Toubro Ltd,L&T GROUP,2023,330807759.44,14,5423078.02,3,5,66,75.24,False,Monitored
0000013395,Northern Corporation,IND-0000013395,2023,323422675.0,12,6468453.5,2,2,67,75.67,False,Monitored
0000012832,United Industrial & Co,IND-0000012832,2023,321032679.02,5,17835148.83,1,3,68,76.09,False,Monitored
0000014079,Northern Lubricants & Co,IND-0000014079,2023,309444497.83,3,34382721.98,1,1,69,76.49,False,Monitored
0000012977,Rajesh Packaging Corporation,IND-0000012977,2023,304583561.31,2,33842617.92,1,1,70,76.89,False,Monitored
0000012879,Amar Enterprises,IND-0000012879,2023,303373822.73,19,4272870.74,2,6,71,77.28,False,Monitored
0000013336,National Automation Industries,GRP-006,2023,297401260.6,54,1643100.89,7,7,72,77.67,False,Monitored
0000013709,Super Systems Pvt Ltd,GRP-008,2023,294088936.73,17,4668078.36,2,5,73,78.06,False,Monitored
0000012488,Bharat Petroleum Corp Ltd,IND-0000012488,2023,278426738.32,10,11601114.1,1,3,74,78.42,False,Monitored
0000014494,Vijay Instruments Ltd,IND-0000014494,2023,272381286.26,18,5558801.76,2,4,75,78.78,False,Monitored
0000012364,L&T Construction,L&T GROUP,2023,268127072.98,9,7660773.51,1,5,76,79.13,False,Monitored
0000014495,Perfect Agencies India Pvt Ltd,IND-0000014495,2023,267155902.88,13,5238351.04,2,4,77,79.48,False,Monitored
0000013227,Precision Electricals India Pvt Ltd,IND-0000013227,2023,265822445.27,10,9493658.76,1,3,78,79.82,False,Monitored
0000014208,Bharat Refractories India Pvt Ltd,IND-0000014208,2023,261077542.1,27,2837799.37,2,4,79,80.17,True,Tail
0000014901,Amar Agencies Pvt Ltd,IND-0000014901,2023,260584194.26,20,3889316.33,2,7,80,80.51,True,Tail
0000014051,Om Instruments India Pvt Ltd,IND-0000014051,2023,258188402.33,11,9562533.42,1,5,81,80.84,True,Tail
0000013302,Eastern Corporation India Pvt Ltd,GRP-005,2023,257846887.22,21,2772547.17,4,6,82,81.18,True,Tail
0000012876,Universal Industrial Ltd,GRP-002,2023,255672121.73,46,1469380.01,7,7,83,81.51,True,Tail
0000013741,Reliable Bearings,IND-0000013741,2023,254055011.98,5,12702750.6,2,3,84,81.85,True,Tail
0000014721,Precision Systems,IND-0000014721,2023,241296102.92,6,12699794.89,2,1,85,82.16,True,Tail
0000013428,Modern Hydraulics Ltd,IND-0000013428,2023,239180806.09,14,4348741.93,2,6,86,82.47,True,Tail
0000012369,L&T Valves Ltd,L&T GROUP,2023,238949287.19,18,3676142.88,2,7,87,82.79,True,Tail
0000012666,Ganga Packaging Corporation,IND-0000012666,2023,227064842.19,11,6136887.63,1,3,88,83.08,True,Tail
0000015041,Western Fabricators India Pvt Ltd,IND-0000015041,2023,224787863.39,20,3355042.74,2,6,89,83.38,True,Tail
0000013598,Continental Enterprises,IND-0000013598,2023,223724796.34,8,7457493.21,1,3,90,83.67,True,Tail
0000013840,Techno Rubber,GRP-010,2023,220573642.13,60,1060450.2,2,5,91,83.96,True,Tail
0000012408,Saint-Gobain India,SAINT-GOBAIN,2023,218566831.35,14,3768393.64,1,3,92,84.24,True,Tail
0000013527,Universal Traders,IND-0000013527,2023,215497374.97,8,5670983.55,2,5,93,84.53,True,Tail
0000012885,Ganga Chemicals Pvt Ltd,IND-0000012885,2023,213089607.06,6,9685891.23,1,5,94,84.8,True,Tail
0000014418,Ashok Instruments & Co,IND-0000014418,2023,212120864.06,27,2256604.94,2,7,95,85.08,True,Tail
0000014989,United Lubricants & Co,IND-0000014989,2023,211887173.85,8,7062905.8,1,6,96,85.36,True,Tail
0000013210,Western Traders Pvt Ltd,IND-0000013210,2023,205942130.79,4,15841702.37,1,3,97,85.63,True,Tail
0000013188,Vijay Safety,GRP-004,2023,205514782.75,14,3736632.41,4,7,98,85.9,True,Tail
0000013047,Bharat Lubricants Pvt Ltd,GRP-003,2023,203935238.33,29,1999365.08,2,7,99,86.16,True,Tail
0000014045,Continental Electricals & Sons,IND-0000014045,2023,203237953.49,14,3225999.26,1,2,100,86.43,True,Tail
0000013241,Deccan Minerals Pvt Ltd,IND-0000013241,2023,201409634.12,17,3006113.94,1,6,101,86.69,True,Tail
0000014488,Prime Traders India Pvt Ltd,IND-0000014488,2023,194928820.62,4,8860400.94,1,3,102,86.95,True,Tail
0000012443,Metso India Pvt Ltd,METSO GROUP,2023,193447329.18,11,4718227.54,2,4,103,87.2,True,Tail
0000013382,Ganga Polymers Corporation,IND-0000013382,2023,188305751.7,8,8966940.56,1,2,104,87.45,True,Tail
0000015089,Reliable Steel India Pvt Ltd,GRP-016,2023,184539240.71,8,6590687.17,2,4,105,87.69,True,Tail
0000013285,Sri Metals,IND-0000013285,2023,179774971.07,13,3595499.42,3,6,106,87.92,True,Tail
0000012556,Tech Mahindra Ltd,IND-0000012556,2023,177032812.69,16,2810044.65,1,4,107,88.15,True,Tail
0000014286,Sri Enterprises,IND-0000014286,2023,173171341.95,12,3607736.29,1,4,108,88.38,True,Tail
0000012807,Shree Steel Ltd,GRP-001,2023,172839643.79,28,1600367.07,3,5,109,88.6,True,Tail
0000014948,Rajesh Electricals,IND-0000014948,2023,171473316.18,24,2041349.0,2,7,110,88.83,True,Tail
0000012817,New Alloys Corporation,IND-0000012817,2023,170641925.54,11,3482488.28,2,5,111,89.05,True,Tail
0000014054,Shree Automation,IND-0000014054,2023,169165557.22,2,33833111.44,2,2,112,89.27,True,Tail
0000013726,Amar Corporation,IND-0000013726,2023,168171362.5,8,6006120.09,1,3,113,89.49,True,Tail
0000014529,Eastern Steel Industries,IND-0000014529,2023,156908832.5,8,5811438.24,1,5,114,89.7,True,Tail
0000014843,Deccan Equipments & Sons,GRP-014,2023,155618102.33,4,7780905.12,3,3,115,89.9,True,Tail
0000014369,Standard Safety,IND-0000014369,2023,154501671.73,15,2809121.3,1,6,116,90.1,True,Tail
0000013753,Ashok Automation Corporation,IND-0000013753,2023,153624661.89,16,2560411.03,1,6,117,90.3,True,Tail
0000013847,Ganga Instruments,IND-0000013847,2023,153500672.92,5,6395861.37,1,3,118,90.5,True,Tail
0000014956,Hindustan Steel India Pvt Ltd,IND-0000014956,2023,150097254.62,6,10006483.64,1,3,119,90.7,True,Tail
0000012435,Epiroc Mining India,ATLAS COPCO,2023,141880093.61,10,3637951.12,2,4,120,90.89,True,Tail
0000012506,Grasim Industries Ltd,IND-0000012506,2023,136546443.77,14,2786662.12,1,2,121,91.06,True,Tail
0000014106,Shree Automation India Pvt Ltd,IND-0000014106,2023,135719598.95,6,4523986.63,1,3,122,91.24,True,Tail
0000014699,Precision Minerals Pvt Ltd,IND-0000014699,2023,134757515.5,39,852895.67,3,6,123,91.42,True,Tail
0000013531,Techno Alloys Corporation,IND-0000013531,2023,134613593.71,10,3638205.24,1,4,124,91.59,True,Tail
0000013951,United Metals Ltd,IND-0000013951,2023,131186730.62,2,21864455.1,1,2,125,91.77,True,Tail
0000013086,Southern Packaging & Co,GRP-004,2023,131123685.53,27,1260804.67,6,7,126,91.94,True,Tail
0000013353,Krishna Marketing & Sons,IND-0000013353,2023,125852845.3,17,2568425.41,1,4,127,92.1,True,Tail
0000013084,Laxmi Instruments India Pvt Ltd,IND-0000013084,2023,123065638.66,7,5350679.94,2,3,128,92.26,True,Tail
0000014615,Krishna Engineering,GRP-013,2023,120480998.19,8,4154517.18,2,4,129,92.42,True,Tail
0000014444,Eastern Enterprises Corporation,IND-0000014444,2023,118219777.39,13,2515314.41,1,3,130,92.57,True,Tail
0000013142,Reliable Engineering,IND-0000013142,2023,114238339.58,6,4231049.61,1,3,131,92.72,True,Tail
0000013537,Prime Alloys India Pvt Ltd,IND-0000013537,2023,113422759.27,7,4200842.94,1,5,132,92.87,True,Tail
0000012874,Techno Minerals,IND-0000012874,2023,111619889.92,7,5580994.5,2,4,133,93.02,True,Tail
0000012354,Tata Bearings,TATA GROUP,2023,107955128.93,25,1101582.95,6,6,134,93.16,True,Tail
0000014548,Reliable Bearings & Co,IND-0000014548,2023,105532060.07,3,7538004.29,1,2,135,93.3,True,Tail
0000014171,National Metals & Sons,IND-0000014171,2023,104161415.65,12,2170029.49,1,5,136,93.43,True,Tail
0000014924,Eastern Equipments,IND-0000014924,2023,103549288.2,20,1278386.27,1,4,137,93.57,True,Tail
0000014258,Perfect Steel & Co,IND-0000014258,2023,99959476.69,5,4759975.08,1,3,138,93.7,True,Tail
0000012646,Sai Traders Industries,IND-0000012646,2023,98783687.49,15,2147471.47,1,5,139,93.83,True,Tail
0000014760,Continental Fabricators India Pvt Ltd,IND-0000014760,2023,98286620.38,22,1585268.07,1,5,140,93.96,True,Tail
0000014555,Southern Rubber,IND-0000014555,2023,97894550.6,26,1138308.73,4,6,141,94.08,True,Tail
0000014022,Universal Systems Pvt Ltd,IND-0000014022,2023,97072488.31,26,933389.31,1,7,142,94.21,True,Tail
0000013318,Prime Marketing & Sons,IND-0000013318,2023,96043367.33,6,4001806.97,1,4,143,94.34,True,Tail
0000014333,Prime Fabricators & Sons,IND-0000014333,2023,93153049.65,11,2217929.75,2,4,144,94.46,True,Tail
0000014354,Super Bearings Ltd,IND-0000014354,2023,92900655.31,24,1308459.93,3,6,145,94.58,True,Tail
0000013005,Shree Fabricators,IND-0000013005,2023,91658486.0,4,5092138.11,1,1,146,94.7,True,Tail
0000014454,Prime Systems Ltd,IND-0000014454,2023,89481371.37,2,14913561.9,1,2,147,94.82,True,Tail
0000013279,Indo Industrial Industries,IND-0000013279,2023,88797673.52,7,3415295.14,1,4,148,94.93,True,Tail
0000012684,Modern Polymers,IND-0000012684,2023,81834172.21,19,1258987.26,1,3,149,95.04,True,Deep Tail
0000013489,Global Instruments Pvt Ltd,IND-0000013489,2023,81225355.41,10,2030633.89,1,4,150,95.15,True,Deep Tail
0000012419,Cummins Sales & Service,CUMMINS GROUP,2023,80060818.53,5,6158524.5,1,4,151,95.25,True,Deep Tail
0000013972,Southern Industrial & Sons,IND-0000013972,2023,77046038.65,16,1351684.89,1,4,152,95.35,True,Deep Tail
0000014523,Ganga Lubricants Industries,IND-0000014523,2023,76816905.84,21,1052286.38,1,5,153,95.45,True,Deep Tail
0000015058,Western Chemicals Corporation,IND-0000015058,2023,76472723.76,23,840359.6,2,7,154,95.55,True,Deep Tail
0000012724,Laxmi Lubricants & Sons,IND-0000012724,2023,73341279.71,5,4889418.65,1,2,155,95.65,True,Deep Tail
0000014041,Eastern Marketing Industries,IND-0000014041,2023,68115302.51,15,1174401.77,2,6,156,95.74,True,Deep Tail
0000013057,Indo Marketing,IND-0000013057,2023,62911767.72,7,2995798.46,1,3,157,95.82,True,Deep Tail
0000013291,Eastern Instruments Industries,IND-0000013291,2023,62598914.85,10,1691862.56,1,5,158,95.9,True,Deep Tail
0000014690,Western Equipments,IND-0000014690,2023,61892243.32,7,2947249.68,1,3,159,95.98,True,Deep Tail
0000013403,Continental Refractories & Sons,IND-0000013403,2023,61247595.34,9,1424362.68,1,3,160,96.06,True,Deep Tail
0000012935,Western Metals & Sons,GRP-002,2023,61045846.74,30,540228.73,5,6,161,96.14,True,Deep Tail
0000012716,Techno Fabricators,IND-0000012716,2023,59384275.97,2,19794758.66,1,2,162,96.22,True,Deep Tail
0000014951,Maa Refractories Industries,GRP-015,2023,59349511.83,35,453049.71,3,6,163,96.3,True,Deep Tail
0000013492,Amar Alloys,GRP-007,2023,58565499.43,43,370667.72,2,5,164,96.37,True,Deep Tail
0000015095,Standard Steel & Sons,IND-0000015095,2023,55369411.76,20,692117.65,1,7,165,96.44,True,Deep Tail
0000013308,Prime Steel,GRP-005,2023,55189820.79,8,2044067.44,2,3,166,96.52,True,Deep Tail
0000015031,New Enterprises & Sons,IND-0000015031,2023,52838236.9,4,5283823.69,2,2,167,96.59,True,Deep Tail
0000014088,Super Marketing,IND-0000014088,2023,52264723.0,16,871078.72,1,4,168,96.65,True,Deep Tail
0000014646,Perfect Hydraulics India Pvt Ltd,IND-0000014646,2023,49764467.73,7,1990578.71,2,5,169,96.72,True,Deep Tail
0000014806,Indo Enterprises & Co,IND-0000014806,2023,49650195.85,7,2158704.17,1,4,170,96.78,True,Deep Tail
0000012955,Ganga Electricals Corporation,GRP-002,2023,49447354.05,57,276242.2,6,6,171,96.85,True,Deep Tail
0000014845,Amar Metals,IND-0000014845,2023,47996136.94,15,1021194.4,2,7,172,96.91,True,Deep Tail
0000012457,Sandvik Mining India,SANDVIK GROUP,2023,47076294.75,2,6725184.96,1,2,173,96.97,True,Deep Tail
0000013164,Sai Instruments & Co,IND-0000013164,2023,46646904.22,11,1110640.58,1,4,174,97.03,True,Deep Tail
0000015046,Om Steel & Co,IND-0000015046,2023,46187033.09,7,2008131.87,1,3,175,97.09,True,Deep Tail
0000014655,Krishna Agencies & Sons,GRP-013,2023,45304853.39,24,509043.3,3,6,176,97.15,True,Deep Tail
0000014194,Ashok Hydraulics,IND-0000014194,2023,45160022.28,27,531294.38,1,5,177,97.21,True,Deep Tail
0000012902,Reliable Marketing Pvt Ltd,GRP-002,2023,43201217.73,65,196369.17,7,7,178,97.27,True,Deep Tail
0000014144,Perfect Refractories,IND-0000014144,2023,41578411.18,2,5939773.03,1,1,179,97.32,True,Deep Tail
0000012786,Ganesh Polymers Pvt Ltd,IND-0000012786,2023,41031838.26,15,854829.96,1,7,180,97.38,True,Deep Tail
0000012593,United Instruments Ltd,IND-0000012593,2023,40230108.1,13,773655.92,1,6,181,97.43,True,Deep Tail
0000013137,Hindustan Enterprises,IND-0000013137,2023,40019757.56,24,588525.85,1,7,182,97.48,True,Deep Tail
0000012647,Krishna Marketing,GRP-000,2023,39739251.41,11,1018955.16,2,5,183,97.53,True,Deep Tail
0000013685,Reliable Fabricators Ltd,GRP-008,2023,39323128.77,11,1092309.13,2,7,184,97.59,True,Deep Tail
0000012672,Super Packaging Pvt Ltd,GRP-000,2023,38965372.0,36,360790.48,2,6,185,97.64,True,Deep Tail
0000013082,Amar Agencies,IND-0000013082,2023,38611649.8,7,1544465.99,1,4,186,97.69,True,Deep Tail
0000014061,Eastern Metals & Sons,IND-0000014061,2023,38306259.17,2,6384376.53,1,2,187,97.74,True,Deep Tail
0000013312,Northern Systems Pvt Ltd,GRP-005,2023,37527359.96,7,1705789.09,2,5,188,97.79,True,Deep Tail
0000013360,Amar Minerals,IND-0000013360,2023,35678901.29,4,2378593.42,1,3,189,97.83,True,Deep Tail
0000014032,Laxmi Alloys Corporation,IND-0000014032,2023,35146166.83,18,627610.12,1,3,190,97.88,True,Deep Tail
0000014465,Reliable Fabricators,GRP-012,2023,34827008.76,24,400310.45,3,7,191,97.92,True,Deep Tail
0000013247,Balaji Refractories Corporation,IND-0000013247,2023,34529639.64,12,803014.88,1,3,192,97.97,True,Deep Tail
0000014411,Universal Corporation Pvt Ltd,GRP-012,2023,34138356.03,24,359351.12,3,6,193,98.01,True,Deep Tail
0000014394,Standard Electricals & Co,IND-0000014394,2023,33943932.96,18,640451.57,2,7,194,98.06,True,Deep Tail
0000012753,Super Lubricants,GRP-001,2023,33883903.42,18,584205.23,4,6,195,98.1,True,Deep Tail
0000013854,Western Industrial Pvt Ltd,IND-0000013854,2023,32931364.25,11,784080.1,1,5,196,98.15,True,Deep Tail
0000013470,Precision Agencies,IND-0000013470,2023,32655960.49,11,933027.44,2,5,197,98.19,True,Deep Tail
0000014766,Eastern Traders,GRP-014,2023,32409856.19,12,753717.59,2,4,198,98.23,True,Deep Tail
0000013824,Precision Packaging Ltd,GRP-009,2023,31448941.08,9,849971.38,2,4,199,98.27,True,Deep Tail
0000013200,National Chemicals,IND-0000013200,2023,31020821.98,11,838400.59,2,5,200,98.31,True,Deep Tail
0000013405,Ashok Bearings Corporation,GRP-006,2023,30259252.39,41,201728.35,4,6,201,98.35,True,Deep Tail
0000013183,Eastern Minerals,GRP-004,2023,29416759.35,8,1050598.55,3,4,202,98.39,True,Deep Tail
0000013762,Standard Electricals Corporation,IND-0000013762,2023,29046370.59,7,1210265.44,1,4,203,98.43,True,Deep Tail
0000014751,Eastern Safety India Pvt Ltd,IND-0000014751,2023,29001192.55,9,906287.27,1,5,204,98.47,True,Deep Tail
0000013239,Southern Fabricators & Co,GRP-004,2023,27646504.59,9,1256659.3,2,4,205,98.5,True,Deep Tail
0000012812,Techno Bearings,IND-0000012812,2023,27223539.36,6,1701471.21,1,3,206,98.54,True,Deep Tail
0000014445,Hindustan Agencies & Sons,IND-0000014445,2023,26956433.59,5,2450584.87,1,4,207,98.57,True,Deep Tail
0000014415,Indo Enterprises India Pvt Ltd,GRP-012,2023,26776231.2,18,399645.24,5,7,208,98.61,True,Deep Tail
0000013999,Modern Bearings & Co,IND-0000013999,2023,26487451.28,10,945980.4,1,6,209,98.64,True,Deep Tail
0000013074,Eastern Chemicals Corporation,IND-0000013074,2023,26135192.07,2,8711730.69,1,2,210,98.68,True,Deep Tail
0000012401,Thermax Chemicals,THERMAX GROUP,2023,25843970.94,4,1722931.4,1,3,211,98.71,True,Deep Tail
0000014163,Om Refractories India Pvt Ltd,IND-0000014163,2023,24690973.61,5,1646064.91,1,3,212,98.74,True,Deep Tail
0000013330,Balaji Lubricants India Pvt Ltd,IND-0000013330,2023,23276553.21,20,347411.24,1,3,213,98.77,True,Deep Tail
0000014570,Ashok Bearings,GRP-012,2023,22010921.79,25,275136.52,3,7,214,98.8,True,Deep Tail
0000014783,Sri Rubber Corporation,IND-0000014783,2023,21515744.58,5,1536838.9,1,3,215,98.83,True,Deep Tail
0000012689,Perfect Rubber Ltd,GRP-000,2023,21291008.43,37,139156.92,3,5,216,98.86,True,Deep Tail
0000012700,Balaji Marketing,IND-0000012700,2023,21154324.2,4,1511023.16,1,2,217,98.89,True,Deep Tail
0000014385,United Agencies & Co,GRP-011,2023,20976011.05,20,304000.16,3,6,218,98.91,True,Deep Tail
0000014279,Deccan Traders & Co,IND-0000014279,2023,20907117.13,11,475161.75,1,3,219,98.94,True,Deep Tail
0000014621,Precision Rubber,IND-0000014621,2023,20573063.38,10,501782.03,1,3,220,98.97,True,Deep Tail
0000014424,Eastern Automation Corporation,GRP-012,2023,20435200.3,45,138075.68,4,6,221,98.99,True,Deep Tail
0000012915,United Fabricators,GRP-002,2023,20045938.57,32,157842.04,7,6,222,99.02,True,Deep Tail
0000014460,Rajesh Lubricants & Sons,IND-0000014460,2023,19880663.58,4,1420047.4,1,3,223,99.05,True,Deep Tail
0000014686,Hindustan Industrial India Pvt Ltd,GRP-013,2023,19574048.94,11,724964.78,2,5,224,99.07,True,Deep Tail
0000014972,Ganga Steel,IND-0000014972,2023,19314270.26,4,1931427.03,1,2,225,99.1,True,Deep Tail
0000012738,Western Marketing,IND-0000012738,2023,18743089.43,10,646313.43,1,5,226,99.12,True,Deep Tail
0000012446,FLSmidth A/S,FLSMIDTH GROUP,2023,18147649.43,18,307587.28,1,3,227,99.15,True,Deep Tail
0000014957,Maa Marketing,IND-0000014957,2023,17850593.13,7,1115662.07,1,3,228,99.17,True,Deep Tail
0000014527,Bharat Equipments Pvt Ltd,GRP-012,2023,17539672.53,19,243606.56,3,7,229,99.19,True,Deep Tail
0000012630,Rajesh Instruments,GRP-000,2023,17380433.35,48,98752.46,3,7,230,99.21,True,Deep Tail
0000012890,New Safety,IND-0000012890,2023,17041928.22,2,2130241.03,1,2,231,99.24,True,Deep Tail
0000013253,Reliable Metals Ltd,IND-0000013253,2023,16734358.6,28,199218.55,2,7,232,99.26,True,Deep Tail
0000015067,Krishna Refractories Ltd,GRP-016,2023,16643376.57,38,117206.88,2,5,233,99.28,True,Deep Tail
0000012466,Komatsu India Pvt Ltd,KOMATSU GROUP,2023,16405063.25,12,349043.9,1,4,234,99.3,True,Deep Tail
0000012473,Flottweg SE,IND-0000012473,2023,16148041.97,35,149518.91,3,7,235,99.32,True,Deep Tail
0000014140,Standard Bearings,IND-0000014140,2023,15575769.26,5,1297980.77,3,3,236,99.34,True,Deep Tail
